Day fraction since midnight on 	pH probe (pH)	Source pressure (Pa)
0.6408693487	5.9646267891	0.0000000000
0.6408809054	5.9621939659	0.0000000000
0.6408924839	5.9643683434	0.0000000000
0.6409040528	5.9575524330	0.0000000000
0.6409156336	5.9522018433	0.0000000000
0.6409272089	5.9509959221	0.0000000000
0.6409387835	5.9489274025	0.0000000000
0.6409503700	5.9437971115	0.0000000000
0.6409619340	5.9408640862	0.0000000000
0.6409735084	5.9416556358	0.0000000000
0.6409850830	5.9418621063	0.0000000000
0.6409966593	5.9393463135	0.0000000000
0.6410082331	5.9410686493	0.0000000000
0.6410198081	5.9427752495	0.0000000000
0.6410313831	5.9407420158	0.0000000000
0.6410429613	5.9361581802	0.0000000000
0.6410545325	5.9291915894	0.0000000000
0.6410661207	5.9316596985	0.0000000000
0.6410776849	5.9264101982	0.0000000000
0.6410892582	5.9178271294	0.0000000000
0.6411008333	5.9230093956	0.0000000000
0.6411124210	5.9172358513	0.0000000000
0.6411239858	5.9193382263	0.0000000000
0.6411355706	5.9173049927	0.0000000000
0.6411471318	5.9091072083	0.0000000000
0.6411587075	5.9074130058	0.0000000000
0.6411702829	5.9051208496	0.0000000000
0.6411818602	5.8962802887	0.0000000000
0.6411934335	5.8948931694	0.0000000000
0.6412050080	5.8964009285	0.0000000000
0.6412165837	5.8903350830	0.0000000000
0.6412281571	5.8908147812	0.0000000000
0.6412397326	5.8834276199	0.0000000000
0.6412513055	5.8852005005	0.0000000000
0.6412628815	5.8832693100	0.0000000000
0.6412744574	5.8862161636	0.0000000000
0.6412860315	5.8745150566	0.0000000000
0.6412976072	5.8730502129	0.0000000000
0.6413091821	5.8774447441	0.0000000000
0.6413207573	5.8674325943	0.0000000000
0.6413323346	5.8681216240	0.0000000000
0.6413439068	5.8722147942	0.0000000000
0.6413554813	5.8694663048	0.0000000000
0.6413670565	5.8603324890	0.0000000000
0.6413786314	5.8548517227	0.0000000000
0.6413902065	5.8562998772	0.0000000000
0.6414017822	5.8501996994	0.0000000000
0.6414133489	5.8526468277	0.0000000000
0.6414249308	5.8517498970	0.0000000000
0.6414365067	5.8521986008	0.0000000000
0.6414480807	5.8542118073	0.0000000000
0.6414596566	5.8511128426	0.0000000000
0.6414712319	5.8491654396	0.0000000000
0.6414828068	5.8485274315	0.0000000000
0.6414943813	5.8425650597	0.0000000000
0.6415059565	5.8425822258	0.0000000000
0.6415175305	5.8392467499	0.0000000000
0.6415291174	5.8365464211	0.0000000000
0.6415406817	5.8353562355	0.0000000000
0.6415522669	5.8350000381	0.0000000000
0.6415638306	5.8255105019	0.0000000000
0.6415754070	5.8233847618	0.0000000000
0.6415869806	5.8174562454	0.0000000000
0.6415985551	5.8125619888	0.0000000000
0.6416101307	5.8132863045	0.0000000000
0.6416217061	5.8154401779	0.0000000000
0.6416332718	5.8200669289	0.0000000000
0.6416448579	5.8370962143	0.0000000000
0.6416564306	5.8243498802	0.0000000000
0.6416680058	5.8125109673	0.0000000000
0.6416795806	5.8057899475	0.0000000000
0.6416911546	5.8038220406	0.0000000000
0.6417027300	5.8071684837	0.0000000000
0.6417143055	5.8040490150	0.0000000000
0.6417258803	5.8000340462	0.0000000000
0.6417374550	5.7931923866	0.0000000000
0.6417490303	5.7976207733	0.0000000000
0.6417606052	5.7960872650	0.0000000000
0.6417721814	5.7949328423	0.0000000000
0.6417837546	5.7856826782	0.0000000000
0.6417953216	5.7827987671	0.0000000000
0.6418069045	5.7749595642	0.0000000000
0.6418184894	5.7707495689	0.0000000000
0.6418300556	5.7637381554	0.0000000000
0.6418416222	5.7590284348	0.0000000000
0.6418532043	5.7537283897	0.0000000000
0.6418647806	5.7526946068	0.0000000000
0.6418763479	5.7531580925	0.0000000000
0.6418879294	5.7526254654	0.0000000000
0.6418995050	5.7502818108	0.0000000000
0.6419110823	5.7474732399	0.0000000000
0.6419226544	5.7400360107	0.0000000000
0.6419342253	5.7378501892	0.0000000000
0.6419458051	5.7348580360	0.0000000000
0.6419573841	5.7404246330	0.0000000000
0.6419689514	5.7298998833	0.0000000000
0.6419805225	5.7228355408	0.0000000000
0.6419921041	5.7231912613	0.0000000000
0.6420036784	5.7177114487	0.0000000000
0.6420152542	5.7142133713	0.0000000000
0.6420268310	5.7159709930	0.0000000000
0.6420384174	5.7151784897	0.0000000000
0.6420499790	5.7128701210	0.0000000000
0.6420615542	5.7093191147	0.0000000000
0.6420731211	5.7017440796	0.0000000000
0.6420847021	5.6946191788	0.0000000000
0.6420962786	5.6899323463	0.0000000000
0.6421078469	5.6884708405	0.0000000000
0.6421194317	5.6854596138	0.0000000000
0.6421310153	5.6787996292	0.0000000000
0.6421425710	5.6762156487	0.0000000000
0.6421541536	5.6757316589	0.0000000000
0.6421657276	5.6767449379	0.0000000000
0.6421773031	5.6749558449	0.0000000000
0.6421888798	5.6731462479	0.0000000000
0.6422004638	5.6729221344	0.0000000000
0.6422120303	5.6714372635	0.0000000000
0.6422236026	5.6688470840	0.0000000000
0.6422351775	5.6660981178	0.0000000000
0.6422467528	5.6618418694	0.0000000000
0.6422583281	5.6623244286	0.0000000000
0.6422698997	5.6566267014	0.0000000000
0.6422814774	5.6507782936	0.0000000000
0.6422930528	5.6448326111	0.0000000000
0.6423046276	5.6408686638	0.0000000000
0.6423162041	5.6420755386	0.0000000000
0.6423277776	5.6411151886	0.0000000000
0.6423393522	5.6369199753	0.0000000000
0.6423509274	5.6318044662	0.0000000000
0.6423625025	5.6312875748	0.0000000000
0.6423740764	5.6335730553	0.0000000000
0.6423856524	5.6308565140	0.0000000000
0.6423972265	5.6275310516	0.0000000000
0.6424087976	5.6196832657	0.0000000000
0.6424203788	5.6167430878	0.0000000000
0.6424319519	5.6124987602	0.0000000000
0.6424435291	5.6081438065	0.0000000000
0.6424551014	5.6012220383	0.0000000000
0.6424666768	5.6016268730	0.0000000000
0.6424782513	5.5963020325	0.0000000000
0.6424898268	5.5908241272	0.0000000000
0.6425014008	5.5882673264	0.0000000000
0.6425129770	5.5891699791	0.0000000000
0.6425245508	5.5895819664	0.0000000000
0.6425361188	5.5880970955	0.0000000000
0.6425477131	5.5816044807	0.0000000000
0.6425592766	5.5763058662	0.0000000000
0.6425708431	5.5753674507	0.0000000000
0.6425824264	5.5696277618	0.0000000000
0.6425940015	5.5613384247	0.0000000000
0.6426055764	5.5641822815	0.0000000000
0.6426171523	5.5684390068	0.0000000000
0.6426287261	5.5467991829	0.0000000000
0.6426403011	5.5397286415	0.0000000000
0.6426518827	5.5396418571	0.0000000000
0.6426634621	5.5350236893	0.0000000000
0.6426750267	5.5351982117	0.0000000000
0.6426865919	5.5343790054	0.0000000000
0.6426981754	5.5203747749	0.0000000000
0.6427097443	5.5169401169	0.0000000000
0.6427213256	5.5090880394	0.0000000000
0.6427329003	5.5069680214	0.0000000000
0.6427444753	5.5047435760	0.0000000000
0.6427560506	5.5026092529	0.0000000000
0.6427676253	5.5018334389	0.0000000000
0.6427792007	5.5010924339	0.0000000000
0.6427907877	5.5013680458	0.0000000000
0.6428023517	5.5003714561	0.0000000000
0.6428139255	5.4988350868	0.0000000000
0.6428254917	5.4989552498	0.0000000000
0.6428370755	5.4911999702	0.0000000000
0.6428486447	5.4871282578	0.0000000000
0.6428602258	5.4805898666	0.0000000000
0.6428717916	5.4784603119	0.0000000000
0.6428833768	5.4671082497	0.0000000000
0.6428949518	5.4613871574	0.0000000000
0.6429065269	5.4603528976	0.0000000000
0.6429180963	5.4605937004	0.0000000000
0.6429296740	5.4576640129	0.0000000000
0.6429412492	5.4531321526	0.0000000000
0.6429528258	5.4493236542	0.0000000000
0.6429643994	5.4467382431	0.0000000000
0.6429759745	5.4467039108	0.0000000000
0.6429875500	5.4401383400	0.0000000000
0.6429991241	5.4289398193	0.0000000000
0.6430106998	5.4285578728	0.0000000000
0.6430222737	5.4261584282	0.0000000000
0.6430338495	5.4265222549	0.0000000000
0.6430454211	5.4215002060	0.0000000000
0.6430569993	5.4177179337	0.0000000000
0.6430685737	5.4139614105	0.0000000000
0.6430801631	5.4076538086	0.0000000000
0.6430917233	5.4085993767	0.0000000000
0.6431032984	5.4014158249	0.0000000000
0.6431148738	5.3922991753	0.0000000000
0.6431264489	5.3889560699	0.0000000000
0.6431380245	5.3811321259	0.0000000000
0.6431495980	5.3723492622	0.0000000000
0.6431611739	5.3630723953	0.0000000000
0.6431727488	5.3640537262	0.0000000000
0.6431843239	5.3548860550	0.0000000000
0.6431958984	5.3453392982	0.0000000000
0.6432074757	5.3386182785	0.0000000000
0.6432190476	5.3387389183	0.0000000000
0.6432306232	5.3343443871	0.0000000000
0.6432421985	5.3316378593	0.0000000000
0.6432537732	5.3288803101	0.0000000000
0.6432653457	5.3266806602	0.0000000000
0.6432769232	5.3235392570	0.0000000000
0.6432884992	5.3232846260	0.0000000000
0.6433000711	5.3133816719	0.0000000000
0.6433116483	5.3082017899	0.0000000000
0.6433232346	5.2997918129	0.0000000000
0.6433347890	5.2960276604	0.0000000000
0.6433463722	5.2907962799	0.0000000000
0.6433579479	5.2829036713	0.0000000000
0.6433695230	5.2815937996	0.0000000000
0.6433810979	5.2752418518	0.0000000000
0.6433926720	5.2622585297	0.0000000000
0.6434042386	5.2602267265	0.0000000000
0.6434158140	5.2561578751	0.0000000000
0.6434274118	5.2551236153	0.0000000000
0.6434389866	5.2509713173	0.0000000000
0.6434505439	5.2414221764	0.0000000000
0.6434621194	5.2400965691	0.0000000000
0.6434736967	5.2328414917	0.0000000000
0.6434852834	5.2306528091	0.0000000000
0.6434968466	5.2182326317	0.0000000000
0.6435084213	5.2108001709	0.0000000000
0.6435200059	5.1992893219	0.0000000000
0.6435315841	5.1921372414	0.0000000000
0.6435431587	5.1806077957	0.0000000000
0.6435547331	5.1741199493	0.0000000000
0.6435662928	5.1699576378	0.0000000000
0.6435778709	5.1624274254	0.0000000000
0.6435894474	5.1599464417	0.0000000000
0.6436010210	5.1559658051	0.0000000000
0.6436125975	5.1505537033	0.0000000000
0.6436241823	5.1415920258	0.0000000000
0.6436357493	5.1416139603	0.0000000000
0.6436473217	5.1355905533	0.0000000000
0.6436588952	5.1253857613	0.0000000000
0.6436704708	5.1146397591	0.0000000000
0.6436820492	5.1115717888	0.0000000000
0.6436936209	5.1091408730	0.0000000000
0.6437051958	5.1025080681	0.0000000000
0.6437167836	5.0973892212	0.0000000000
0.6437283434	5.0861563683	0.0000000000
0.6437399211	5.0827422142	0.0000000000
0.6437514953	5.0711956024	0.0000000000
0.6437630818	5.0539278984	0.0000000000
0.6437746460	5.0472497940	0.0000000000
0.6437862210	5.0416750908	0.0000000000
0.6437977960	5.0313873291	0.0000000000
0.6438093700	5.0251860619	0.0000000000
0.6438209458	5.0183067322	0.0000000000
0.6438325207	5.0108795166	0.0000000000
0.6438440937	4.9945731163	0.0000000000
0.6438556700	4.9807052612	0.0000000000
0.6438672456	4.9800677299	0.0000000000
0.6438788200	4.9762415886	0.0000000000
0.6438903963	4.9683656693	0.0000000000
0.6439019725	4.9586467743	0.0000000000
0.6439135447	4.9487895966	0.0000000000
0.6439251190	4.9350190163	0.0000000000
0.6439366977	4.9293317795	0.0000000000
0.6439482689	4.9166412354	0.0000000000
0.6439598439	4.9149403572	0.0000000000
0.6439714170	4.9010949135	0.0000000000
0.6439829914	4.8977451324	0.0000000000
0.6439945646	4.8744411469	0.0000000000
0.6440061401	4.8613309860	0.0000000000
0.6440177155	4.8478546143	0.0000000000
0.6440292900	4.8272957802	0.0000000000
0.6440408639	4.8149895668	0.0000000000
0.6440524387	4.8044271469	0.0000000000
0.6440640136	4.7980861664	0.0000000000
0.6440755867	4.7999911308	0.0000000000
0.6440871620	4.7984313965	0.0000000000
0.6440987355	4.7766470909	0.0000000000
0.6441103100	4.7577943802	0.0000000000
0.6441218956	4.7522115707	0.0000000000
0.6441334603	4.7456841469	0.0000000000
0.6441450474	4.7301006317	0.0000000000
0.6441566041	4.7109322548	0.0000000000
0.6441681830	4.6854677200	0.0000000000
0.6441797607	4.6750068665	0.0000000000
0.6441913316	4.6669931412	0.0000000000
0.6442029063	4.6527595520	0.0000000000
0.6442144798	4.6351680756	0.0000000000
t = 15
0.6442260551	4.6288743019	0.0000000000
0.6442376286	4.5982756615	0.0000000000
0.6442492039	4.5915503502	0.0000000000
0.6442607790	4.5798296928	0.0000000000
0.6442723658	4.5672659874	0.0000000000
0.6442839291	4.5503420830	0.0000000000
0.6442955018	4.5336017609	0.0000000000
0.6443070788	4.5083112717	0.0000000000
0.6443186496	4.4856009483	0.0000000000
0.6443302250	4.4686756134	0.0000000000
0.6443417988	4.4587078094	0.0000000000
0.6443533745	4.4412403107	0.0000000000
0.6443649624	4.4221286774	0.0000000000
0.6443765242	4.4038805962	0.0000000000
0.6443880887	4.3947696686	0.0000000000
0.6443996635	4.3697056770	0.0000000000
0.6444112577	4.3509907722	0.0000000000
0.6444228226	4.3324236870	0.0000000000
0.6444343928	4.3185949326	0.0000000000
0.6444459691	4.3140954971	0.0000000000
0.6444575444	4.2944488525	0.0000000000
0.6444691173	4.2837677002	0.0000000000
0.6444806933	4.2827324867	0.0000000000
0.6444922670	4.2665934563	0.0000000000
0.6445038414	4.2437324524	0.0000000000
0.6445154152	4.2347407341	0.0000000000
0.6445269926	4.2319617271	0.0000000000
0.6445385641	4.2126135826	0.0000000000
0.6445501511	4.2016320229	0.0000000000
0.6445617083	4.1942491531	0.0000000000
0.6445732899	4.1903100014	0.0000000000
0.6445848590	4.1857681274	0.0000000000
0.6445964497	4.1535005569	0.0000000000
0.6446080230	4.1404285431	0.0000000000
0.6446195848	4.1214694977	0.0000000000
0.6446311593	4.1192064285	0.0000000000
0.6446427340	4.1078662872	0.0000000000
0.6446543013	4.1047129631	0.0000000000
0.6446658851	4.1003885269	0.0000000000
0.6446774496	4.0726494789	0.0000000000
0.6446890254	4.0719876289	0.0000000000
0.6447006179	4.0697307587	0.0000000000
0.6447121772	4.0569176674	0.0000000000
0.6447237479	4.0408244133	0.0000000000
0.6447353301	4.0298013687	0.0000000000
0.6447469045	4.0243549347	0.0000000000
0.6447584877	4.0267162323	0.0000000000
0.6447700535	4.0036940575	0.0000000000
0.6447816207	3.9939677715	0.0000000000
0.6447932137	3.9822545052	0.0000000000
0.6448047765	3.9810678959	0.0000000000
0.6448163507	3.9840638638	0.0000000000
0.6448279259	3.9809861183	0.0000000000
0.6448394999	3.9705550671	0.0000000000
0.6448510661	3.9521939754	0.0000000000
0.6448626488	3.9434113503	0.0000000000
0.6448742342	3.9398269653	0.0000000000
0.6448857976	3.9369387627	0.0000000000
0.6448973642	3.9333372116	0.0000000000
0.6449089462	3.9322090149	0.0000000000
0.6449205276	3.9303143024	0.0000000000
0.6449321079	3.9141838551	0.0000000000
0.6449436688	3.9074347019	0.0000000000
0.6449552445	3.9136154652	0.0000000000
0.6449668187	3.9105656147	0.0000000000
0.6449783936	3.8965544701	0.0000000000
0.6449899667	3.8928277493	0.0000000000
0.6450015420	3.8888783455	0.0000000000
0.6450131161	3.8880248070	0.0000000000
0.6450246908	3.8783562183	0.0000000000
0.6450362645	3.8689725399	0.0000000000
0.6450478349	3.8647913933	0.0000000000
0.6450594063	3.8645694256	0.0000000000
0.6450709895	3.8660705090	0.0000000000
0.6450825628	3.8606271744	0.0000000000
0.6450941289	3.8488719463	0.0000000000
0.6451057035	3.8458378315	0.0000000000
0.6451172855	3.8356070518	0.0000000000
0.6451288599	3.8324646950	0.0000000000
0.6451404350	3.8306379318	0.0000000000
0.6451520092	3.8229348660	0.0000000000
0.6451635841	3.8217289448	0.0000000000
0.6451751578	3.8162605762	0.0000000000
0.6451867333	3.8016352654	0.0000000000
0.6451983088	3.7951211929	0.0000000000
0.6452098807	3.7966196537	0.0000000000
0.6452214568	3.7881929874	0.0000000000
0.6452330308	3.7810752392	0.0000000000
0.6452446049	3.7758028507	0.0000000000
0.6452561737	3.7676620483	0.0000000000
0.6452677541	3.7639470100	0.0000000000
0.6452793284	3.7644636631	0.0000000000
0.6452909151	3.7604360580	0.0000000000
0.6453024772	3.7631065845	0.0000000000
0.6453140428	3.7610933781	0.0000000000
0.6453256262	3.7592263222	0.0000000000
0.6453372006	3.7539927959	0.0000000000
0.6453487744	3.7485845089	0.0000000000
0.6453603485	3.7409410477	0.0000000000
0.6453719233	3.7396125793	0.0000000000
0.6453834976	3.7410261631	0.0000000000
0.6453950722	3.7385098934	0.0000000000
0.6454066436	3.7311699390	0.0000000000
0.6454182220	3.7273256779	0.0000000000
0.6454297873	3.7236013412	0.0000000000
0.6454413828	3.7199151516	0.0000000000
0.6454529444	3.7179367542	0.0000000000
0.6454645186	3.7181570530	0.0000000000
0.6454760934	3.7170882225	0.0000000000
0.6454876606	3.7127492428	0.0000000000
0.6454992444	3.7107648849	0.0000000000
0.6455108165	3.7108218670	0.0000000000
0.6455223923	3.7117974758	0.0000000000
0.6455339658	3.7118790150	0.0000000000
0.6455455426	3.7145724297	0.0000000000
0.6455571154	3.7089610100	0.0000000000
0.6455686889	3.7024092674	0.0000000000
0.6455802629	3.6970701218	0.0000000000
0.6455918379	3.6990287304	0.0000000000
0.6456034131	3.6888270378	0.0000000000
0.6456149868	3.6860625744	0.0000000000
0.6456265612	3.6816930771	0.0000000000
0.6456381286	3.6727516651	0.0000000000
0.6456497101	3.6668717861	0.0000000000
0.6456612844	3.6634430885	0.0000000000
0.6456728590	3.6615128517	0.0000000000
0.6456844335	3.6583137512	0.0000000000
0.6456960222	3.6577262878	0.0000000000
0.6457075824	3.6578040123	0.0000000000
0.6457191567	3.6517417431	0.0000000000
0.6457307312	3.6510522366	0.0000000000
0.6457423054	3.6429531574	0.0000000000
0.6457538916	3.6414370537	0.0000000000
0.6457654658	3.6419873238	0.0000000000
0.6457770304	3.6447844505	0.0000000000
0.6457886065	3.6412813663	0.0000000000
0.6458001775	3.6289308071	0.0000000000
0.6458117516	3.6290450096	0.0000000000
0.6458233257	3.6287877560	0.0000000000
0.6458349007	3.6253914833	0.0000000000
0.6458464749	3.6231164932	0.0000000000
0.6458580557	3.6200313568	0.0000000000
0.6458696220	3.6105396748	0.0000000000
0.6458812104	3.6182415485	0.0000000000
0.6458927733	3.6191194057	0.0000000000
0.6459043469	3.6156384945	0.0000000000
0.6459159219	3.6144666672	0.0000000000
0.6459274959	3.6109809875	0.0000000000
0.6459390704	3.6091761589	0.0000000000
0.6459506561	3.6018006802	0.0000000000
0.6459622203	3.5987780094	0.0000000000
0.6459737873	3.6005361080	0.0000000000
0.6459853686	3.5920186043	0.0000000000
0.6459969366	3.5883340836	0.0000000000
0.6460085184	3.5870625973	0.0000000000
0.6460200936	3.5873055458	0.0000000000
0.6460316693	3.5865817070	0.0000000000
0.6460432421	3.5860643387	0.0000000000
0.6460548145	3.5857231617	0.0000000000
0.6460663900	3.5847389698	0.0000000000
0.6460779635	3.5842397213	0.0000000000
0.6460895403	3.5837390423	0.0000000000
0.6461011046	3.5830640793	0.0000000000
0.6461126877	3.5826363564	0.0000000000
0.6461242598	3.5818009377	0.0000000000
0.6461358363	3.5781426430	0.0000000000
0.6461474105	3.5748484135	0.0000000000
0.6461589852	3.5717973709	0.0000000000
0.6461705587	3.5731325150	0.0000000000
0.6461821337	3.5725042820	0.0000000000
0.6461937080	3.5702800751	0.0000000000
0.6462052827	3.5617847443	0.0000000000
0.6462168708	3.5630283356	0.0000000000
0.6462284228	3.5647006035	0.0000000000
0.6462400052	3.5577874184	0.0000000000
0.6462515797	3.5530993938	0.0000000000
0.6462631540	3.5513241291	0.0000000000
0.6462747302	3.5499796867	0.0000000000
0.6462863010	3.5504870415	0.0000000000
0.6462978782	3.5470674038	0.0000000000
0.6463094508	3.5455901623	0.0000000000
0.6463210262	3.5438618660	0.0000000000
0.6463325936	3.5437304974	0.0000000000
0.6463441766	3.5433106422	0.0000000000
0.6463557501	3.5420575142	0.0000000000
0.6463673243	3.5417253971	0.0000000000
0.6463788970	3.5411190987	0.0000000000
0.6463904844	3.5413246155	0.0000000000
0.6464020453	3.5364258289	0.0000000000
0.6464136228	3.5314548016	0.0000000000
0.6464251983	3.5307135582	0.0000000000
0.6464367836	3.5316100121	0.0000000000
0.6464483465	3.5310168266	0.0000000000
0.6464599195	3.5257618427	0.0000000000
0.6464714971	3.5266113281	0.0000000000
0.6464830693	3.5221266747	0.0000000000
0.6464946429	3.5188841820	0.0000000000
0.6465062181	3.5209031105	0.0000000000
0.6465177939	3.5175306797	0.0000000000
0.6465293669	3.5187826157	0.0000000000
0.6465409424	3.5196514130	0.0000000000
0.6465525202	3.5187029839	0.0000000000
0.6465640893	3.5150446892	0.0000000000
0.6465756636	3.5092940331	0.0000000000
0.6465872381	3.5066912174	0.0000000000
0.6465988125	3.5052945614	0.0000000000
0.6466103891	3.5043818951	0.0000000000
0.6466219629	3.5076785088	0.0000000000
0.6466335331	3.5061554909	0.0000000000
0.6466451106	3.5022099018	0.0000000000
0.6466566857	3.5002276897	0.0000000000
0.6466682627	3.5013487339	0.0000000000
0.6466798285	3.5008997917	0.0000000000
0.6466914203	3.4985737801	0.0000000000
0.6467029828	3.4965803623	0.0000000000
0.6467145578	3.4963326454	0.0000000000
0.6467261316	3.4955580235	0.0000000000
0.6467377069	3.4917359352	0.0000000000
0.6467492917	3.4904918671	0.0000000000
0.6467608551	3.4883244038	0.0000000000
0.6467724306	3.4863216877	0.0000000000
0.6467840044	3.4844834805	0.0000000000
0.6467955821	3.4828410149	0.0000000000
0.6468071540	3.4832544327	0.0000000000
0.6468187288	3.4821329117	0.0000000000
0.6468303128	3.4811685085	0.0000000000
0.6468418785	3.4791944027	0.0000000000
0.6468534516	3.4778628349	0.0000000000
0.6468650258	3.4762613773	0.0000000000
0.6468765997	3.4762580395	0.0000000000
0.6468881744	3.4732413292	0.0000000000
0.6468997484	3.4694323540	0.0000000000
0.6469113241	3.4668478966	0.0000000000
0.6469229003	3.4613513947	0.0000000000
0.6469344711	3.4580509663	0.0000000000
0.6469460457	3.4596612453	0.0000000000
0.6469576319	3.4614641666	0.0000000000
0.6469691940	3.4549717903	0.0000000000
0.6469807683	3.4546976089	0.0000000000
0.6469923439	3.4552326202	0.0000000000
0.6470039303	3.4536309242	0.0000000000
0.6470154857	3.4520957470	0.0000000000
0.6470270608	3.4509079456	0.0000000000
0.6470386411	3.4486176968	0.0000000000
0.6470502152	3.4481029510	0.0000000000
0.6470617903	3.4437029362	0.0000000000
0.6470733652	3.4424116611	0.0000000000
0.6470849394	3.4447751045	0.0000000000
0.6470965146	3.4393954277	0.0000000000
0.6471080884	3.4374558926	0.0000000000
0.6471196628	3.4367935658	0.0000000000
0.6471312363	3.4344005585	0.0000000000
0.6471428117	3.4344878197	0.0000000000
0.6471543856	3.4313459396	0.0000000000
0.6471659553	3.4309525490	0.0000000000
0.6471775465	3.4277112484	0.0000000000
0.6471891086	3.4230866432	0.0000000000
0.6472006838	3.4363107681	0.0000000000
0.6472122584	3.4263670444	0.0000000000
0.6472238433	3.4266264439	0.0000000000
0.6472353983	3.4216365814	0.0000000000
0.6472469820	3.4208879471	0.0000000000
0.6472585584	3.4217410088	0.0000000000
0.6472701300	3.4197595119	0.0000000000
0.6472817052	3.4158546925	0.0000000000
0.6472932787	3.4174897671	0.0000000000
0.6473048550	3.4179408550	0.0000000000
0.6473164282	3.4165165424	0.0000000000
0.6473280041	3.4157357216	0.0000000000
0.6473395769	3.4150841236	0.0000000000
0.6473511516	3.4144604206	0.0000000000
0.6473627252	3.4142992496	0.0000000000
0.6473742999	3.4148755074	0.0000000000
0.6473858745	3.4147880077	0.0000000000
0.6473974513	3.4147181511	0.0000000000
0.6474090228	3.4142651558	0.0000000000
0.6474206036	3.4135808945	0.0000000000
0.6474321715	3.4136168957	0.0000000000
0.6474437464	3.4130976200	0.0000000000
0.6474553208	3.4128909111	0.0000000000
0.6474668937	3.4125583172	0.0000000000
0.6474784691	3.4124257565	0.0000000000
0.6474885380	3.4119608402	0.0000000000
0.6475016164	3.4109814167	0.0000000000
0.6475131908	3.4103233814	0.0000000000
0.6475247647	3.4102535248	0.0000000000
0.6475363387	3.4103043079	0.0000000000
0.6475479138	3.4094777107	0.0000000000
0.6475594872	3.4090430737	0.0000000000
0.6475710632	3.4092552662	0.0000000000
0.6475826384	3.4071526527	0.0000000000
0.6475942115	3.4071824551	0.0000000000
0.6476057979	3.4059293270	0.0000000000
0.6476173581	3.4050838947	0.0000000000
0.6476289353	3.4043097496	0.0000000000
0.6476405076	3.4043333530	0.0000000000
0.6476520816	3.4034464359	0.0000000000
0.6476636557	3.4026126862	0.0000000000
0.6476752303	3.3994324207	0.0000000000
t = 20
0.6476868051	3.4007420540	0.0000000000
0.6476983782	3.4011418819	0.0000000000
0.6477099530	3.3993973732	0.0000000000
0.6477215271	3.4008452892	0.0000000000
0.6477331009	3.4009027481	0.0000000000
0.6477446877	3.3997769356	0.0000000000
0.6477562490	3.3909540176	0.0000000000
0.6477678231	3.3893158436	0.0000000000
0.6477793984	3.3917934895	0.0000000000
0.6477909724	3.3904261589	0.0000000000
0.6478025461	3.3885493279	0.0000000000
0.6478141210	3.3864731789	0.0000000000
0.6478256949	3.3845386505	0.0000000000
0.6478372694	3.3834743500	0.0000000000
0.6478488431	3.3814327717	0.0000000000
0.6478604170	3.3826611042	0.0000000000
0.6478719912	3.3795962334	0.0000000000
0.6478835662	3.3783562183	0.0000000000
0.6478951315	3.3757150173	0.0000000000
0.6479067153	3.3750288486	0.0000000000
0.6479182875	3.3760232925	0.0000000000
0.6479298544	3.3748629093	0.0000000000
0.6479414366	3.3726167679	0.0000000000
0.6479530117	3.3734960556	0.0000000000
0.6479645996	3.3711349964	0.0000000000
0.6479761612	3.3708698750	0.0000000000
0.6479877332	3.3711595535	0.0000000000
0.6479993084	3.3711702824	0.0000000000
0.6480108852	3.3700389862	0.0000000000
0.6480224573	3.3688690662	0.0000000000
0.6480340300	3.3676958084	0.0000000000
0.6480456057	3.3681540489	0.0000000000
0.6480571817	3.3663444519	0.0000000000
0.6480687652	3.3642246723	0.0000000000
0.6480803276	3.3649148941	0.0000000000
0.6480919019	3.3626911640	0.0000000000
0.6481034753	3.3632082939	0.0000000000
0.6481150495	3.3603639603	0.0000000000
0.6481266273	3.3614091873	0.0000000000
0.6481381989	3.3613145351	0.0000000000
0.6481497739	3.3614506721	0.0000000000
0.6481613435	3.3632087708	0.0000000000
0.6481729213	3.3645348549	0.0000000000
0.6481844948	3.3647439480	0.0000000000
0.6481960692	3.3636558056	0.0000000000
0.6482076465	3.3627085686	0.0000000000
0.6482192180	3.3635330200	0.0000000000
0.6482307909	3.3633615971	0.0000000000
0.6482423668	3.3645524979	0.0000000000
0.6482539412	3.3633110523	0.0000000000
0.6482655147	3.3637881279	0.0000000000
0.6482770911	3.3628976345	0.0000000000
0.6482886632	3.3641967773	0.0000000000
0.6483002371	3.3648025990	0.0000000000
0.6483118039	3.3620822430	0.0000000000
0.6483233862	3.3618474007	0.0000000000
0.6483349606	3.3634481430	0.0000000000
0.6483465371	3.3636739254	0.0000000000
0.6483581091	3.3641803265	0.0000000000
0.6483696820	3.3624744415	0.0000000000
0.6483812581	3.3642923832	0.0000000000
0.6483928329	3.3665857315	0.0000000000
0.6484044057	3.3638908863	0.0000000000
0.6484159770	3.2582178116	0.0000000000
0.6484275535	3.3255653381	0.0000000000
0.6484391286	3.3428223133	0.0000000000
0.6484507026	3.3525099754	0.0000000000
0.6484622771	3.3555052280	0.0000000000
0.6484738621	3.3585946560	0.0000000000
0.6484854249	3.3578054905	0.0000000000
0.6484969995	3.3558151722	0.0000000000
0.6485085750	3.3543331623	0.0000000000
0.6485201533	3.3559029102	0.0000000000
0.6485317586	3.3559160233	0.0000000000
0.6485432964	3.3566732407	0.0000000000
